./data/CommonVoice2_dataset/clips/common_voice_en_18890550.mp3,"it has a semi-prehensile tail, needle sharp teeth and a long snout."
./data/CommonVoice2_dataset/clips/common_voice_en_17304420.mp3,was it a good idea?
./data/CommonVoice2_dataset/clips/common_voice_en_17304421.mp3,does that imply i can no longer play badminton?
./data/CommonVoice2_dataset/clips/common_voice_en_17304422.mp3,"ladies and gentlemen, this is your captain speaking."
./data/CommonVoice2_dataset/clips/common_voice_en_17428245.mp3,"the more you read, the better you will be understood."
./data/CommonVoice2_dataset/clips/common_voice_en_17428246.mp3,"living alone, she made solitude her best friend."
./data/CommonVoice2_dataset/clips/common_voice_en_17428249.mp3,"the island is covered by a thick, billowing white fog."
./data/CommonVoice2_dataset/clips/common_voice_en_18828786.mp3,"the rationals are dense in ""k"" with respect to both sup and inf."
./data/CommonVoice2_dataset/clips/common_voice_en_18828787.mp3,"he did further study at vienna, london and paris."
./data/CommonVoice2_dataset/clips/common_voice_en_18828788.mp3,it is listed as vulnerable in new south wales.
./data/CommonVoice2_dataset/clips/common_voice_en_18828789.mp3,"the term rayah came to denote an underprivileged, tax-ridden and socially inferior population."
./data/CommonVoice2_dataset/clips/common_voice_en_18828790.mp3,"there is an extension campus in cheonan, a city in south chungcheong province."
./data/CommonVoice2_dataset/clips/common_voice_en_169371.mp3,"looking through the telescope, i saw a circle of deep blue and the little round planet."
./data/CommonVoice2_dataset/clips/common_voice_en_169372.mp3,"for at that time, it had not occurred to him that it might be hollow."
./data/CommonVoice2_dataset/clips/common_voice_en_169374.mp3,replace the ts in tim tebow's name with any other consonant to get a star wars character
./data/CommonVoice2_dataset/clips/common_voice_en_169376.mp3,"i remember how i sat on the table there in the blackness, with patches of green and crimson swimming before my eyes."
./data/CommonVoice2_dataset/clips/common_voice_en_169377.mp3,most meteorites are more or less rounded.
./data/CommonVoice2_dataset/clips/common_voice_en_169378.mp3,now i will drift gently off to dreamland.
./data/CommonVoice2_dataset/clips/common_voice_en_169379.mp3,it was only when i got this close to it that the strangeness of it was at all evident to me.
./data/CommonVoice2_dataset/clips/common_voice_en_169380.mp3,"my wife pointed out to me the brightness of the red, green, and yellow signal lights."
./data/CommonVoice2_dataset/clips/common_voice_en_17890165.mp3,"after the last patient left, the doctor carefully washed her hands."
./data/CommonVoice2_dataset/clips/common_voice_en_17890166.mp3,"i told you homeboy, smuggling is being prosecuted."
./data/CommonVoice2_dataset/clips/common_voice_en_17890167.mp3,"before we begin with the actual baptism, let's renew our creed."
./data/CommonVoice2_dataset/clips/common_voice_en_17890169.mp3,"i want my garden to be filled with roses, petunias and passion flowers."
./data/CommonVoice2_dataset/clips/common_voice_en_17890181.mp3,what did he do?
./data/CommonVoice2_dataset/clips/common_voice_en_17890182.mp3,"if i knew it, i would have told you."
./data/CommonVoice2_dataset/clips/common_voice_en_17890183.mp3,"many teens make videos these days, inspired by their role models."
./data/CommonVoice2_dataset/clips/common_voice_en_17890184.mp3,"to be fully funded, some lending must occur."
./data/CommonVoice2_dataset/clips/common_voice_en_13525.mp3,a large portion of the cylinder had been uncovered.
./data/CommonVoice2_dataset/clips/common_voice_en_13526.mp3,"i thought about whether we should find coins and models in it, and so on."
./data/CommonVoice2_dataset/clips/common_voice_en_13527.mp3,"i pointed out mars, a bright dot of light."
./data/CommonVoice2_dataset/clips/common_voice_en_13528.mp3,i was disappointed at this inanimate bulk.
./data/CommonVoice2_dataset/clips/common_voice_en_13529.mp3,ogilvy told him everything that he had seen.
./data/CommonVoice2_dataset/clips/common_voice_en_13530.mp3,"as i watched, the planet seemed to grow larger and smaller."
./data/CommonVoice2_dataset/clips/common_voice_en_13531.mp3,then came the night of the first falling star.
./data/CommonVoice2_dataset/clips/common_voice_en_13532.mp3,even then he hardly understood what this meant.
./data/CommonVoice2_dataset/clips/common_voice_en_13533.mp3,and then he perceived it very slowly.
./data/CommonVoice2_dataset/clips/common_voice_en_18844115.mp3,christ is my all and the driver of my life.
./data/CommonVoice2_dataset/clips/common_voice_en_18844116.mp3,"the name brumstead is believed to derive from the ""place of broom""."
./data/CommonVoice2_dataset/clips/common_voice_en_18844117.mp3,streeton raised rs.
./data/CommonVoice2_dataset/clips/common_voice_en_18844118.mp3,the infrared aiming sensor is cooled with liquid nitrogen.
./data/CommonVoice2_dataset/clips/common_voice_en_18844119.mp3,the rebuilding of the bridge helped the local economy in the ister-granum euroregion.
./data/CommonVoice2_dataset/clips/common_voice_en_18844125.mp3,the following month packer unexpectedly resigned from the board.
./data/CommonVoice2_dataset/clips/common_voice_en_18844126.mp3,he was especially interested in vestibular function and disorders associated with the vestibular system.
./data/CommonVoice2_dataset/clips/common_voice_en_18844127.mp3,a committee was put in place to guarantee respect of the rules and fairplay.
./data/CommonVoice2_dataset/clips/common_voice_en_18844128.mp3,harlan did not embrace the idea of full social racial equality.
./data/CommonVoice2_dataset/clips/common_voice_en_18844129.mp3,ridership was much lower than projected.
./data/CommonVoice2_dataset/clips/common_voice_en_17808346.mp3,"it could have been steel, silver or platinum."
./data/CommonVoice2_dataset/clips/common_voice_en_17808347.mp3,the future has never been so bright than today.
./data/CommonVoice2_dataset/clips/common_voice_en_17808348.mp3,"yeah, i like that."
./data/CommonVoice2_dataset/clips/common_voice_en_17808349.mp3,he broke his ties with groups of former friends.
./data/CommonVoice2_dataset/clips/common_voice_en_17808350.mp3,never do it again.
./data/CommonVoice2_dataset/clips/common_voice_en_17808359.mp3,many hands make light work.
./data/CommonVoice2_dataset/clips/common_voice_en_17808360.mp3,an old fox need learn no craft.
./data/CommonVoice2_dataset/clips/common_voice_en_17808361.mp3,"if anything can go wrong, it will."
./data/CommonVoice2_dataset/clips/common_voice_en_17808362.mp3,men strive but seldom get rich.
./data/CommonVoice2_dataset/clips/common_voice_en_17808363.mp3,"immediately after the robbers left the bank, the police were informed."
./data/CommonVoice2_dataset/clips/common_voice_en_636885.mp3,"""thank you,"" said the boy."
./data/CommonVoice2_dataset/clips/common_voice_en_636886.mp3,"""i'd like to build a display case for the crystal,"" the boy said to the merchant."
./data/CommonVoice2_dataset/clips/common_voice_en_636887.mp3,i found a little crowd of about twenty people surrounding the huge hole.
./data/CommonVoice2_dataset/clips/common_voice_en_636888.mp3,they tell their incredible stories at the time when you want to hear them.
./data/CommonVoice2_dataset/clips/common_voice_en_636889.mp3,the boy laughed -- out of happiness.
./data/CommonVoice2_dataset/clips/common_voice_en_636890.mp3,it's not i the wind spoke about.
./data/CommonVoice2_dataset/clips/common_voice_en_636891.mp3,but he kept the sword in his hand.
./data/CommonVoice2_dataset/clips/common_voice_en_636892.mp3,it was a tent like many at the oasis.
./data/CommonVoice2_dataset/clips/common_voice_en_636893.mp3,"the other son was a poet, and delighted all of rome with his beautiful verses."
./data/CommonVoice2_dataset/clips/common_voice_en_636894.mp3,what good is money to you if you're going to die?
./data/CommonVoice2_dataset/clips/common_voice_en_636895.mp3,the only shadow was that of the few scattered pine trees.
./data/CommonVoice2_dataset/clips/common_voice_en_636896.mp3,"well, then, we've got a problem."
./data/CommonVoice2_dataset/clips/common_voice_en_636897.mp3,it looked like a rusty gas float.
./data/CommonVoice2_dataset/clips/common_voice_en_18792705.mp3,"this refers to a pool of water, which points at the nearby peat-bog."
./data/CommonVoice2_dataset/clips/common_voice_en_18792706.mp3,ichiro himself soon arrives on a different boat.
./data/CommonVoice2_dataset/clips/common_voice_en_18792707.mp3,the westwood one name was initially retained for most sports programming.
./data/CommonVoice2_dataset/clips/common_voice_en_18792708.mp3,references to domestic religious practice often pair the lares together with the penates.
./data/CommonVoice2_dataset/clips/common_voice_en_18792709.mp3,"let's be honest, good defenders would catch him offside every time."
./data/CommonVoice2_dataset/clips/common_voice_en_18792710.mp3,"vattel also published works other than his ""magnum opus""."
./data/CommonVoice2_dataset/clips/common_voice_en_18792711.mp3,there is a tangled web of symmetries and relationships in the above table.
./data/CommonVoice2_dataset/clips/common_voice_en_18792712.mp3,"these, along with the sahtaneh and muskwa rivers constitute the major tributaries."
./data/CommonVoice2_dataset/clips/common_voice_en_18792718.mp3,"swedavia, the swedish airport management company, has its head office on the airport property."
./data/CommonVoice2_dataset/clips/common_voice_en_18792719.mp3,these men became known as 'vaughan's doves'.
./data/CommonVoice2_dataset/clips/common_voice_en_18792720.mp3,"lastly, a united states court was established for the northwest territory."
./data/CommonVoice2_dataset/clips/common_voice_en_18792721.mp3,"he was born in milford, delaware."
./data/CommonVoice2_dataset/clips/common_voice_en_18792722.mp3,"ay was born the daughter of german immigrants in ephrata, pennsylvania."
./data/CommonVoice2_dataset/clips/common_voice_en_18893803.mp3,"in practice, however, most total communication programs use some form of simultaneous communication."
./data/CommonVoice2_dataset/clips/common_voice_en_18893804.mp3,the township of gretna was established to house the workers of this establishment.
./data/CommonVoice2_dataset/clips/common_voice_en_18893805.mp3,the broken section was recovered by museum staff.
./data/CommonVoice2_dataset/clips/common_voice_en_18893806.mp3,"due to their alliegance to the losing side, the howard family's titles became forfeit."
